player,surface,year,matches,points
Tommy Haas,Hard,2009,1,160
Tommy Haas,Hard,2012,2,375
Tommy Haas,Hard,2013,2,202
Tommy Haas,Hard,2014,1,116
Tommy Paul,Clay,2022,2,340
Tommy Paul,Clay,2023,2,370
Tommy Paul,Clay,2024,2,404
Tommy Paul,Clay,2025,8,1581
Tommy Paul,Grass,2022,4,559
Tommy Paul,Grass,2023,2,420
Tommy Paul,Grass,2024,5,922
Tommy Paul,Hard,2016,1,92
Tommy Paul,Hard,2019,1,131
Tommy Paul,Hard,2020,1,189
Tommy Paul,Hard,2021,2,263
Tommy Paul,Hard,2022,10,1523
Tommy Paul,Hard,2023,16,2516
Tommy Paul,Hard,2024,13,2048
Tommy Paul,Hard,2025,5,1054
Tommy Paul,Hard,2026,3,543
Tommy Robredo,Clay,2003,1,84
Tommy Robredo,Clay,2005,1,333
Tommy Robredo,Clay,2006,1,193
Tommy Robredo,Clay,2007,1,189
Tommy Robredo,Clay,2015,1,158
Tommy Robredo,Clay,2019,1,133
Tommy Robredo,Clay,2022,1,93
Tommy Robredo,Grass,2005,1,124
Tommy Robredo,Hard,2003,1,109
Tommy Robredo,Hard,2004,2,212
Tommy Robredo,Hard,2006,2,306
Tommy Robredo,Hard,2007,2,365
Tommy Robredo,Hard,2013,2,336
Tommy Robredo,Hard,2014,2,442
Tommy Robredo,Hard,2015,3,342
Tony Roche,Grass,1969,1,248
Tony Roche,Grass,1975,1,319
Tristan Schoolkate,Hard,2021,1,139
Tristan Schoolkate,Hard,2024,1,315
Tristan Schoolkate,Hard,2025,1,238
Tsung Hua Yang,Hard,2019,2,244
Tung Lin Wu,Hard,2022,1,198
Ty Trombetta,Hard,2014,1,118
Ugo Blanchet,Clay,2025,1,269
Ugo Blanchet,Hard,2022,1,196
Ugo Blanchet,Hard,2026,1,148
Ugo Humbert,Clay,2024,4,614
Ugo Humbert,Clay,2026,1,136
Ugo Humbert,Grass,2022,1,154
Ugo Humbert,Grass,2024,2,272
Ugo Humbert,Hard,2019,6,1146
Ugo Humbert,Hard,2020,2,344
Ugo Humbert,Hard,2022,2,195
Ugo Humbert,Hard,2023,8,1204
Ugo Humbert,Hard,2024,18,2471
Ugo Humbert,Hard,2025,10,1286
Ugo Humbert,Hard,2026,4,533
Uladzimir Ignatik,Hard,2017,1,156
Ulises Blanch,Clay,2018,1,111
Vaclav Safranek,Clay,2019,1,208
Valentin Royer,Clay,2025,2,472
Valentin Royer,Hard,2025,1,151
Valentin Royer,Hard,2026,2,436
Valentin Vacherot,Clay,2024,2,397
Valentin Vacherot,Clay,2026,3,492
Valentin Vacherot,Hard,2025,4,513
Valentin Vacherot,Hard,2026,1,164
Vasek Pospisil,Grass,2013,1,319
Vasek Pospisil,Hard,2013,2,424
Vasek Pospisil,Hard,2015,1,144
Vasek Pospisil,Hard,2017,2,192
Vasek Pospisil,Hard,2019,1,161
Vasek Pospisil,Hard,2020,6,1097
Vasek Pospisil,Hard,2021,1,152
Vasek Pospisil,Hard,2022,1,111
Vasek Pospisil,Hard,2023,1,277
Victor Estrella,Clay,2016,1,123
Victor Estrella,Clay,2019,2,256
Victor Estrella,Hard,2014,1,240
Victor Estrella,Hard,2018,1,127
Victor Hanescu,Clay,2005,1,202
Victor Hanescu,Clay,2009,1,142
Victor Hanescu,Hard,2010,1,160
Victor Pecci,Clay,1981,1,201
Viktor Durasovic,Hard,2021,1,131
Viktor Durasovic,Hard,2022,1,143
Viktor Troicki,Clay,2021,1,199
Viktor Troicki,Grass,2016,1,121
Viktor Troicki,Grass,2019,1,102
Viktor Troicki,Hard,2009,1,123
Viktor Troicki,Hard,2011,1,168
Viktor Troicki,Hard,2013,1,108
Viktor Troicki,Hard,2015,1,89
Viktor Troicki,Hard,2016,2,277
Viktor Troicki,Hard,2017,1,86
Viktor Troicki,Hard,2019,1,109
Vilius Gaubas,Clay,2024,1,219
Vilius Gaubas,Clay,2025,1,139
Vincent Millot,Hard,2016,1,100
Vincent Spadea,Hard,2003,1,129
Vincent Spadea,Hard,2006,1,149
Vincenzo Santopadre,Clay,2001,1,112
Vit Kopriva,Clay,2026,1,127
Vit Kopriva,Grass,2024,1,154
Vit Kopriva,Hard,2025,1,131
Vitas Gerulaitis,Clay,1980,1,157
Vitas Gerulaitis,Hard,1980,2,246
Vitas Gerulaitis,Hard,1981,1,286
Vitas Gerulaitis,Hard,1982,1,352
Vladimir Ivanov,Clay,2012,3,252
Vladimir Ivanov,Clay,2015,1,123
Vladimir Voltchkov,Grass,2000,1,171
Wally Masur,Grass,1987,1,208
Wally Masur,Hard,1992,1,100
Wally Masur,Hard,1993,1,252
Wayne Arthurs,Clay,2001,1,253
Wayne Ferreira,Hard,1992,2,397
Wayne Ferreira,Hard,1993,1,160
Wayne Ferreira,Hard,1994,2,234
Wayne Ferreira,Hard,1995,2,347
Wayne Ferreira,Hard,1996,2,302
Wayne Ferreira,Hard,1998,1,72
Wayne Ferreira,Hard,2000,3,605
Wayne Ferreira,Hard,2003,1,151
Wayne Odesnik,Clay,2009,1,138
Werner Eschauer,Grass,2007,1,134
Wesley Moodie,Hard,2005,1,162
Wesley Moodie,Hard,2006,1,84
William Rejchtman Vinciguerra,Clay,2025,1,115
Wojtek Fibak,Clay,1982,1,352
Xavier Malisse,Clay,1999,1,313
Xavier Malisse,Grass,2002,1,297
Xavier Malisse,Hard,2006,1,222
Xavier Malisse,Hard,2011,1,168
Yannick Hanfmann,Clay,2023,4,560
Yannick Hanfmann,Clay,2024,1,124
Yannick Hanfmann,Clay,2025,2,333
Yannick Hanfmann,Grass,2024,1,240
Yannick Hanfmann,Hard,2021,1,100
Yannick Hanfmann,Hard,2024,5,645
Yannick Hanfmann,Hard,2025,1,99
Yannick Maden,Clay,2017,1,93
Yannick Maden,Hard,2019,1,234
Yannick Mertens,Hard,2015,2,188
Yannick Noah,Clay,1982,2,649
Yannick Noah,Clay,1983,2,349
Yannick Noah,Clay,1985,1,255
Yannick Noah,Clay,1990,1,311
Yannick Noah,Hard,1990,2,318
Yannick Noah,Hard,1991,1,143
Yasutaka Uchiyama,Hard,2019,1,184
Yasutaka Uchiyama,Hard,2022,1,198
Yasutaka Uchiyama,Hard,2023,1,152
Yen Hsun Lu,Hard,2015,1,180
Yevgeny Kafelnikov,Clay,1994,1,234
Yevgeny Kafelnikov,Clay,1995,5,1027
Yevgeny Kafelnikov,Clay,1996,3,664
Yevgeny Kafelnikov,Clay,1997,1,267
Yevgeny Kafelnikov,Clay,2001,1,245
Yevgeny Kafelnikov,Clay,2002,1,178
Yevgeny Kafelnikov,Grass,1995,1,220
Yevgeny Kafelnikov,Grass,1996,1,374
Yevgeny Kafelnikov,Grass,1997,1,233
Yevgeny Kafelnikov,Grass,1998,1,127
Yevgeny Kafelnikov,Grass,1999,1,218
Yevgeny Kafelnikov,Grass,2000,1,228
Yevgeny Kafelnikov,Hard,1994,3,649
Yevgeny Kafelnikov,Hard,1995,2,482
Yevgeny Kafelnikov,Hard,1996,5,831
Yevgeny Kafelnikov,Hard,1997,6,978
Yevgeny Kafelnikov,Hard,1998,7,965
Yevgeny Kafelnikov,Hard,1999,10,1816
Yevgeny Kafelnikov,Hard,2000,6,1116
Yevgeny Kafelnikov,Hard,2001,5,663
Yevgeny Kafelnikov,Hard,2002,2,585
Yi Zhou,Hard,2025,1,201
Yibing Wu,Clay,2023,1,107
Yibing Wu,Grass,2023,1,126
Yibing Wu,Hard,2022,1,266
Yibing Wu,Hard,2023,1,206
Yibing Wu,Hard,2025,2,254
Yoshihito Nishioka,Clay,2018,1,90
Yoshihito Nishioka,Clay,2019,1,321
Yoshihito Nishioka,Clay,2023,2,465
Yoshihito Nishioka,Grass,2023,1,164
Yoshihito Nishioka,Grass,2024,1,132
Yoshihito Nishioka,Hard,2015,1,81
Yoshihito Nishioka,Hard,2017,1,140
Yoshihito Nishioka,Hard,2018,4,714
Yoshihito Nishioka,Hard,2019,6,953
Yoshihito Nishioka,Hard,2020,1,355
Yoshihito Nishioka,Hard,2021,3,286
Yoshihito Nishioka,Hard,2022,10,1377
Yoshihito Nishioka,Hard,2023,4,480
Yoshihito Nishioka,Hard,2024,1,196
Yoshihito Nishioka,Hard,2025,3,408
Yosuke Watanuki,Grass,2023,1,229
Yosuke Watanuki,Hard,2023,1,214
Yosuke Watanuki,Hard,2025,1,115
Younes El Aynaoui,Grass,2003,1,306
Younes El Aynaoui,Hard,2002,1,223
Younes El Aynaoui,Hard,2003,1,484
Younes Lalami Laaroussi,Clay,2023,1,96
Yu Hsiou Hsu,Hard,2023,2,301
Yuichi Ito,Hard,2015,1,81
Yuichi Sugita,Clay,2017,1,78
Yuichi Sugita,Grass,2019,1,162
Yuichi Sugita,Hard,2016,1,83
Yuichi Sugita,Hard,2019,1,245
Yuichi Sugita,Hard,2021,1,126
Yuki Bhambri,Grass,2015,1,69
Yuki Bhambri,Hard,2017,1,101
Zachary Svajda,Hard,2024,2,200
Zachary Svajda,Hard,2025,1,219
Zdenek Kolar,Clay,2022,2,471
Ze Zhang,Hard,2014,1,103
Ze Zhang,Hard,2015,1,87
Ze Zhang,Hard,2019,1,134
Zeljko Krajan,Hard,2002,1,113
Zhe Li,Hard,2017,1,109
Zhe Li,Hard,2019,1,181
Zhizhen Zhang,Clay,2023,1,85
Zhizhen Zhang,Clay,2024,3,360
Zhizhen Zhang,Grass,2023,1,98
Zhizhen Zhang,Grass,2024,1,139
Zhizhen Zhang,Hard,2019,1,232
Zhizhen Zhang,Hard,2022,1,334
Zhizhen Zhang,Hard,2023,7,1291
Zhizhen Zhang,Hard,2024,3,385
Zhizhen Zhang,Hard,2025,4,569
Zhizhen Zhang,Hard,2026,1,100
Ziga Sesko,Hard,2026,2,295
Zizou Bergs,Clay,2025,1,265
Zizou Bergs,Grass,2025,3,449
Zizou Bergs,Hard,2021,1,175
Zizou Bergs,Hard,2023,1,193
Zizou Bergs,Hard,2024,5,800
Zizou Bergs,Hard,2025,5,687
Zizou Bergs,Hard,2026,2,424
Zsombor Piros,Clay,2024,1,189
Zsombor Piros,Hard,2021,1,109
Zsombor Piros,Hard,2025,1,162
